age,annual_income,loan_amount,credit_score,debt_to_income,employment_years,num_open_accounts,delinquencies_2yrs,loan_term_months,home_ownership,default
26,91178.29,19627.19,691,0.587,14,8,2,12,RENT,0
35,83506.58,19183.96,585,0.415,39,3,0,36,MORTGAGE,0
45,22478.31,6208.6,711,0.173,15,5,1,48,OWN,0
66,69497.09,10669.49,604,0.279,29,18,0,36,MORTGAGE,0
55,83442.13,17176.01,718,0.583,9,13,1,12,OWN,0
58,45863.8,9973.44,655,0.457,24,1,0,12,OWN,0
49,57028.95,12773.07,772,0.212,10,14,0,48,OWN,0
41,14842.14,18530.87,558,0.31,31,2,0,36,OWN,1
30,60334.72,12209.82,532,0.315,18,6,0,36,OWN,1
63,33728.81,16808.48,601,0.269,1,9,1,24,RENT,1
60,58992.7,27741.83,539,0.093,9,7,2,24,MORTGAGE,1
22,23775.94,13625.13,539,0.248,14,13,1,36,MORTGAGE,1
56,65857.16,24434.7,700,0.558,18,3,0,36,OWN,0
25,75490.25,19474.96,650,0.293,10,17,0,36,MORTGAGE,1
57,39336.4,3262.06,612,0.335,23,11,0,60,OWN,1
61,32261.55,6182.9,619,0.371,38,6,0,12,MORTGAGE,0
27,12000.0,8331.23,602,0.683,28,19,0,36,MORTGAGE,1
42,49671.73,8161.32,782,0.351,12,9,0,24,MORTGAGE,0
27,43368.12,14277.68,591,0.514,27,8,2,12,RENT,1
48,23979.61,19917.15,544,0.26,38,0,1,36,RENT,1
66,64060.38,25041.27,714,0.311,9,19,0,12,OWN,0
24,46000.59,17465.4,633,0.352,9,16,0,24,MORTGAGE,0
40,33485.28,11434.56,813,0.234,1,3,0,48,RENT,0
68,43908.55,1000.0,608,0.319,33,18,0,24,RENT,0
35,76426.09,15564.72,718,0.483,33,15,1,48,RENT,0
27,67058.74,15206.16,737,0.23,16,8,0,24,OWN,0
44,52399.48,16463.43,608,0.35,34,18,0,36,MORTGAGE,1
45,67382.1,31849.92,591,0.456,26,11,0,60,OWN,0
53,31781.76,24924.77,709,0.226,39,13,0,24,MORTGAGE,0
36,55647.4,21280.49,696,0.514,36,3,0,36,RENT,0
67,57946.45,7303.38,537,0.361,38,2,2,48,RENT,1
46,45603.27,10896.04,560,0.325,15,10,0,24,MORTGAGE,0
35,63709.17,14241.24,447,0.049,25,6,0,24,OWN,1
68,39391.33,8796.74,698,0.294,6,19,0,48,RENT,0
66,65196.41,19003.72,629,0.406,35,1,0,12,RENT,0
45,66037.18,17855.27,637,0.612,12,15,0,24,MORTGAGE,1
22,12000.0,6293.54,515,0.435,17,12,0,36,MORTGAGE,1
50,78806.11,24574.53,562,0.519,23,17,0,24,MORTGAGE,1
48,12000.0,15818.48,612,0.169,31,19,0,36,OWN,1
28,42679.02,1167.43,596,0.331,29,17,1,48,MORTGAGE,1
52,75506.96,14589.26,659,0.533,38,7,0,60,MORTGAGE,0
62,48654.27,17249.65,697,0.217,28,13,0,48,OWN,0
26,25676.28,22782.34,832,0.495,31,3,1,36,RENT,0
56,33125.26,12300.19,648,0.46,22,9,0,48,MORTGAGE,0
27,75538.11,21623.51,739,0.391,16,5,0,24,OWN,0
57,16569.91,16497.14,584,0.301,36,5,1,36,OWN,1
41,77579.82,4479.56,516,0.202,15,11,0,60,MORTGAGE,1
21,53897.96,3678.67,622,0.616,24,2,0,12,RENT,0
68,31152.09,23980.48,522,0.445,11,11,0,24,MORTGAGE,1
29,43337.7,24567.87,651,0.401,19,8,0,24,RENT,0
50,34655.51,17583.27,588,0.288,14,4,0,60,RENT,1
29,72324.5,26965.65,494,0.356,10,11,0,24,OWN,1
66,69648.56,23452.88,789,0.375,32,15,0,24,OWN,0
57,20616.78,20469.03,607,0.41,30,12,1,60,RENT,1
60,46928.16,7709.51,519,0.46,28,1,0,60,MORTGAGE,1
42,37736.29,28851.43,722,0.233,3,11,2,12,OWN,0
43,80870.2,19290.41,592,0.13,9,12,0,60,MORTGAGE,1
52,27998.02,11913.29,737,0.363,8,13,0,48,MORTGAGE,0
59,87084.58,9653.84,591,0.088,28,8,1,60,OWN,0
62,54334.11,17054.27,607,0.301,35,1,1,12,OWN,0
21,31761.31,1631.53,678,0.274,15,2,0,12,OWN,1
53,41454.52,20597.39,697,0.424,13,6,0,24,MORTGAGE,0
26,38967.62,7371.43,711,0.647,22,12,0,60,MORTGAGE,1
35,29507.63,17964.86,643,0.058,39,14,0,36,RENT,0
61,56896.54,10827.04,692,0.691,14,13,1,48,OWN,0
33,30441.69,12884.65,710,0.315,11,6,1,24,RENT,0
60,12000.0,8944.72,666,0.402,20,8,0,24,RENT,1
43,47406.47,13710.16,639,0.138,36,0,0,60,MORTGAGE,0
32,18942.88,30115.04,534,0.5,29,15,0,36,OWN,1
37,39956.78,26080.48,698,0.356,20,7,0,48,MORTGAGE,0
47,36817.94,17835.83,653,0.341,29,10,1,48,MORTGAGE,0
58,37575.68,14797.65,617,0.059,0,8,0,12,RENT,1
50,95019.26,21753.61,752,0.361,30,5,0,60,OWN,0
66,56128.23,24039.76,536,0.477,3,3,0,60,RENT,1
63,59907.42,8361.45,782,0.315,15,19,0,48,RENT,0
57,19472.03,14380.49,648,0.526,13,2,0,36,RENT,1
50,41920.74,1000.0,675,0.52,27,18,0,36,OWN,0
35,59306.05,23984.82,618,0.254,9,2,1,24,RENT,0
41,34509.42,31520.19,517,0.589,9,1,0,48,OWN,1
26,73161.26,15640.66,639,0.357,35,18,0,24,RENT,0
39,30946.07,1000.0,677,0.357,19,18,0,12,MORTGAGE,1
66,49272.68,19871.12,704,0.365,29,17,1,12,MORTGAGE,0
41,43278.97,7767.29,634,0.36,23,15,1,36,OWN,0
26,58286.41,9693.2,475,0.0,24,9,0,60,RENT,1
52,42190.2,20012.61,527,0.322,27,2,0,48,MORTGAGE,1
68,49582.13,17036.43,814,0.145,26,11,0,60,OWN,0
63,50277.4,11095.13,563,0.594,36,10,2,48,OWN,1
34,40312.24,9803.15,764,0.588,31,14,0,60,RENT,0
43,64701.88,16006.69,575,0.478,12,0,0,48,RENT,1
47,59767.77,11724.28,635,0.314,6,1,1,60,OWN,0
33,53227.72,6126.1,700,0.199,33,11,0,36,OWN,0
34,46390.83,12339.49,584,0.251,14,17,0,12,MORTGAGE,0
32,70930.88,17716.74,777,0.641,12,18,0,24,RENT,0
69,50283.32,13575.17,656,0.246,4,11,0,60,RENT,1
57,48866.05,3691.93,687,0.0,22,7,0,48,MORTGAGE,0
62,57093.8,22912.52,629,0.505,20,9,1,12,MORTGAGE,1
61,88931.73,1000.0,703,0.575,33,10,1,12,MORTGAGE,0
67,28192.88,11429.08,776,0.599,29,12,0,48,RENT,0
26,70397.14,10038.41,639,0.506,28,4,0,60,RENT,0
64,17136.58,16185.43,788,0.53,21,7,0,48,MORTGAGE,0
24,59345.46,19493.29,601,0.358,34,10,0,60,OWN,0
44,86501.66,24014.12,711,0.039,39,17,0,12,OWN,0
50,64773.37,9300.76,689,0.354,32,16,0,60,MORTGAGE,0
38,58412.5,19692.66,565,0.443,13,15,0,12,RENT,1
28,43791.01,16566.55,667,0.33,11,4,1,60,RENT,1
30,55620.94,1307.68,651,0.323,0,8,0,60,MORTGAGE,0
61,49958.74,30204.32,582,0.205,39,11,0,36,MORTGAGE,1
36,39280.47,3489.8,679,0.2,29,19,0,36,OWN,0
36,49202.49,18355.98,662,0.626,37,7,1,36,RENT,0
66,58967.62,18119.68,644,0.631,31,18,2,36,RENT,1
28,39655.66,17205.09,645,0.35,17,14,0,60,RENT,0
65,38874.36,11043.38,643,0.392,5,12,1,24,OWN,1
66,27795.13,21618.02,621,0.203,1,14,0,24,OWN,1
50,62814.5,2517.06,661,0.446,31,15,0,60,OWN,0
29,65906.47,14473.37,598,0.614,12,13,0,60,RENT,1
28,59633.21,10489.0,850,0.121,15,13,1,36,MORTGAGE,0
34,74303.41,9581.62,537,0.42,33,7,0,24,MORTGAGE,1
49,56757.35,18429.98,603,0.431,19,8,0,60,RENT,1
28,62840.22,23619.83,610,0.429,38,11,2,60,MORTGAGE,1
43,61076.75,12253.95,813,0.596,21,16,0,24,OWN,0
26,53169.2,21245.45,544,0.655,33,13,0,36,MORTGAGE,1
47,44383.56,15397.93,684,0.315,5,19,0,36,RENT,0
22,99283.05,7858.14,670,0.451,15,13,0,60,MORTGAGE,1
55,45960.98,12936.38,677,0.363,7,8,0,48,MORTGAGE,0
23,41682.45,12604.11,749,0.255,2,11,1,36,MORTGAGE,0
30,63680.2,9426.72,747,0.391,39,12,0,60,MORTGAGE,0
29,60037.09,18427.86,614,0.451,20,17,0,48,MORTGAGE,1
61,26904.17,16877.17,666,0.383,14,5,0,36,MORTGAGE,0
23,77453.57,2274.8,501,0.218,15,4,0,60,MORTGAGE,1
42,53116.11,1787.79,658,0.28,9,4,0,36,OWN,0
49,32781.38,18397.48,586,0.282,4,1,0,36,MORTGAGE,1
46,78775.68,8477.71,635,0.224,36,13,0,24,MORTGAGE,0
54,67513.51,17416.33,515,0.397,4,19,2,24,OWN,1
60,29709.16,21247.45,682,0.413,15,12,0,24,OWN,0
40,90543.66,4832.38,514,0.497,6,1,0,12,OWN,1
61,68175.95,3707.7,662,0.221,37,7,2,48,OWN,0
36,54796.08,28395.45,552,0.263,8,18,0,36,OWN,1
69,86804.38,17812.57,582,0.583,15,1,0,60,RENT,1
45,58185.96,11646.07,742,0.325,30,12,0,48,OWN,0
57,54438.34,7528.48,697,0.355,22,8,0,12,MORTGAGE,0
63,41794.0,10916.47,742,0.324,15,18,0,48,RENT,0
59,66637.01,5475.42,775,0.52,22,10,1,12,MORTGAGE,0
62,64532.06,22067.3,588,0.526,17,11,0,12,OWN,1
47,55293.6,8785.99,770,0.517,11,14,0,48,RENT,0
23,39200.27,23748.28,533,0.354,23,16,1,12,OWN,1
45,57598.6,11794.97,710,0.219,14,10,0,36,MORTGAGE,0
29,53604.02,6653.2,611,0.639,38,14,1,60,RENT,0
64,28330.51,11589.59,576,0.478,18,16,0,24,MORTGAGE,1
32,25563.75,1000.0,699,0.282,30,10,0,48,MORTGAGE,0
32,66303.07,14033.85,726,0.564,9,14,0,24,RENT,0
33,12000.0,13639.05,723,0.27,25,7,1,12,MORTGAGE,0
52,59108.21,21597.94,667,0.562,22,7,0,12,OWN,0
48,45438.34,1000.0,661,0.572,29,0,0,12,OWN,0
67,81164.93,24294.93,692,0.212,18,13,2,12,RENT,1
41,45130.64,21564.79,674,0.437,28,5,0,12,MORTGAGE,0
34,68189.68,25016.35,693,0.467,2,16,0,60,RENT,0
23,47061.72,14578.23,666,0.742,27,19,1,60,MORTGAGE,1
21,57274.96,23111.17,717,0.239,30,17,0,24,OWN,0
39,69736.73,3230.05,520,0.565,19,5,0,48,MORTGAGE,0
66,45748.89,20704.38,639,0.353,1,13,1,24,RENT,1
46,74931.1,8830.7,539,0.164,22,15,0,48,RENT,1
64,35126.04,1788.79,672,0.332,31,10,1,24,OWN,0
25,60891.86,6006.88,781,0.35,18,10,0,48,OWN,0
25,73452.79,15044.25,612,0.191,3,8,0,24,OWN,0
61,68200.75,8405.61,660,0.397,15,6,0,60,OWN,0
26,93328.9,18008.59,711,0.494,39,11,0,60,RENT,0
23,39731.21,1000.0,485,0.386,10,19,0,24,MORTGAGE,1
40,27417.01,1000.0,608,0.269,21,4,0,12,OWN,0
66,35113.3,25979.1,679,0.328,14,0,0,24,OWN,0
54,68208.85,22230.4,418,0.349,28,1,1,24,MORTGAGE,1
25,64958.46,6605.63,572,0.383,17,11,1,36,MORTGAGE,1
62,57045.13,14976.0,738,0.516,15,5,0,36,RENT,0
62,32540.86,23156.06,730,0.391,23,9,0,60,MORTGAGE,0
60,70337.35,18353.6,680,0.14,22,19,0,12,RENT,0
65,30505.9,16185.78,721,0.266,19,1,0,36,MORTGAGE,0
32,78178.99,23761.23,667,0.375,10,3,0,12,MORTGAGE,0
68,112148.77,9154.3,694,0.519,4,4,0,36,OWN,0
36,62329.02,15249.43,625,0.545,27,9,1,48,RENT,1
60,66662.16,14857.21,659,0.616,13,13,1,60,MORTGAGE,0
49,45142.8,12817.9,599,0.37,24,3,0,36,OWN,0
59,18795.73,11881.56,751,0.464,15,2,0,12,MORTGAGE,0
51,42945.61,15582.95,772,0.132,34,1,1,60,RENT,0
52,33142.1,15275.26,760,0.414,28,16,2,36,OWN,0
51,26059.91,6612.58,617,0.189,16,0,3,36,RENT,1
59,89447.2,21414.37,574,0.341,13,12,1,48,MORTGAGE,1
57,60457.25,7188.92,752,0.804,29,11,2,24,OWN,0
27,62593.75,13254.13,694,0.396,0,2,0,60,RENT,0
61,48819.55,12637.76,676,0.22,2,11,0,12,OWN,1
47,51542.58,17864.83,599,0.411,3,5,2,12,RENT,1
36,74291.01,1000.0,684,0.272,13,10,1,60,OWN,0
46,54353.26,22127.28,563,0.206,19,2,1,36,MORTGAGE,1
68,65613.88,9584.08,701,0.665,11,13,0,60,OWN,0
63,51079.91,24759.71,760,0.51,7,15,0,60,OWN,0
61,48156.94,11174.68,780,0.402,12,0,0,60,RENT,0
43,26861.72,14609.25,707,0.291,19,10,0,48,OWN,0
59,15445.02,30310.29,539,0.303,11,12,1,48,MORTGAGE,1
39,49768.76,12781.29,666,0.581,22,0,1,48,MORTGAGE,1
54,56129.93,24910.8,821,0.396,15,14,1,48,MORTGAGE,0
52,29277.4,15312.36,581,0.0,37,10,1,24,OWN,1
33,54310.5,18323.35,645,0.713,39,6,0,60,RENT,1
34,56075.05,15559.67,763,0.377,26,9,0,12,RENT,0
23,12000.0,21782.81,699,0.402,22,13,0,36,RENT,0
27,36697.51,9515.75,848,0.513,1,12,0,24,RENT,0
42,63145.28,7127.61,591,0.42,24,15,0,48,MORTGAGE,1
44,62741.17,9891.39,571,0.462,15,0,0,24,OWN,0
29,31926.5,15797.68,748,0.286,11,15,1,24,MORTGAGE,1
41,58168.96,13233.45,554,0.166,31,0,0,60,RENT,0
50,75448.14,20682.2,634,0.392,1,13,0,36,MORTGAGE,0
32,70541.46,25437.85,645,0.565,10,6,0,48,RENT,1
37,53094.28,7193.29,733,0.253,30,1,0,60,MORTGAGE,0
39,45640.47,9128.41,699,0.241,36,13,0,60,MORTGAGE,0
45,42413.11,3510.08,687,0.533,20,11,0,24,RENT,0
38,64356.4,31242.98,618,0.281,21,13,0,12,RENT,1
57,58902.08,17437.36,747,0.288,38,7,0,60,OWN,0
37,67588.08,18838.42,850,0.294,3,5,0,24,OWN,0
42,57637.48,4278.33,705,0.34,19,12,1,48,OWN,0
39,71375.28,14990.64,658,0.114,9,4,1,48,RENT,0
29,56891.85,19073.98,546,0.269,19,16,0,36,OWN,1
54,70693.77,12977.94,599,0.385,36,13,0,12,OWN,1
32,72416.46,23605.64,633,0.383,23,19,1,36,OWN,1
35,38909.47,33494.65,607,0.524,39,0,0,12,OWN,1
59,18837.12,7423.5,649,0.626,20,11,1,24,OWN,1
67,85869.86,6823.3,792,0.577,34,11,0,24,OWN,0
53,60133.17,7977.95,750,0.487,6,17,0,36,OWN,0
65,20710.28,27849.59,637,0.328,12,8,0,12,OWN,1
62,40723.61,23338.84,553,0.257,10,18,1,60,RENT,1
44,70437.49,13915.78,757,0.353,30,4,0,12,RENT,0
58,49406.46,15292.48,646,0.438,20,17,0,60,OWN,0
37,44758.77,8467.65,512,0.473,8,10,1,24,RENT,1
43,83017.64,22120.22,707,0.443,6,18,0,36,RENT,0
47,34054.26,11960.79,732,0.332,15,4,1,60,RENT,0
68,39036.93,12919.39,456,0.468,6,5,1,48,OWN,1
62,59227.73,19870.32,584,0.539,27,11,0,12,OWN,1
44,62809.1,13496.04,641,0.482,33,11,2,48,RENT,0
52,64926.86,13120.27,709,0.345,38,2,0,36,RENT,0
30,73224.76,15084.6,609,0.225,9,13,1,60,OWN,1
60,58971.57,21362.84,583,0.221,17,8,0,36,RENT,1
48,64787.68,28171.94,708,0.248,20,3,0,60,MORTGAGE,0
47,49815.81,19683.89,613,0.389,19,10,1,36,RENT,0
58,56253.97,21426.51,693,0.428,18,13,1,12,OWN,1
52,57150.68,13401.17,561,0.138,8,0,1,36,MORTGAGE,1
24,59301.96,9337.62,542,0.274,4,18,0,60,RENT,1
35,70450.8,20231.89,710,0.386,16,12,1,12,OWN,0
29,66102.91,16369.93,670,0.215,3,5,0,24,OWN,0
57,55884.34,3618.97,724,0.415,2,15,0,12,OWN,0
22,38817.48,12375.44,607,0.304,20,16,0,60,MORTGAGE,1
30,56353.43,14336.82,586,0.241,34,19,1,36,OWN,0
50,54439.64,10916.34,759,0.358,21,15,1,48,OWN,0
55,58863.63,26853.88,528,0.409,0,4,0,60,OWN,1
45,99130.51,18838.71,750,0.223,33,3,1,60,OWN,0
63,44524.54,25985.4,756,0.314,27,4,2,36,RENT,0
66,63445.78,17107.4,719,0.42,12,17,0,60,MORTGAGE,0
27,76369.24,15651.1,595,0.236,10,6,0,36,OWN,0
67,56960.04,7507.22,585,0.101,35,6,1,60,RENT,0
51,101756.9,15095.44,633,0.12,19,17,2,60,OWN,0
52,47439.21,15104.43,546,0.287,5,4,1,24,RENT,1
25,61481.78,4063.09,573,0.152,11,8,0,48,OWN,0
51,39023.89,10683.78,702,0.298,10,5,0,48,RENT,0
56,47969.51,12413.74,702,0.6,16,6,1,48,RENT,0
49,59978.68,18307.84,566,0.143,13,11,1,12,RENT,1
25,71926.08,18690.8,704,0.308,21,14,0,36,MORTGAGE,0
46,61381.9,10349.45,686,0.67,12,5,2,12,RENT,0
66,80182.3,18750.96,771,0.411,25,0,0,60,MORTGAGE,0
56,53100.69,13543.37,696,0.295,19,12,0,60,OWN,0
27,48356.63,1000.0,735,0.326,37,10,0,36,RENT,0
68,109079.7,11122.38,688,0.414,33,13,1,12,MORTGAGE,0
67,62884.75,23631.91,728,0.604,13,9,0,48,MORTGAGE,0
29,40610.37,1545.55,547,0.27,1,15,1,36,RENT,1
60,41114.72,15901.53,640,0.236,23,12,1,48,RENT,0
40,36146.4,27682.09,647,0.143,13,15,0,12,MORTGAGE,1
50,73731.39,8915.1,631,0.365,36,14,0,36,RENT,0
42,47712.45,15017.19,686,0.139,16,9,0,24,MORTGAGE,0
59,57547.25,4567.87,701,0.28,11,6,1,60,RENT,0
69,53729.83,28017.85,681,0.214,13,11,0,24,MORTGAGE,0
59,69629.85,14333.34,636,0.511,34,12,0,60,MORTGAGE,0
66,38065.12,15373.01,591,0.274,4,11,0,60,RENT,0
67,33488.55,25834.4,738,0.41,38,10,0,36,RENT,0
25,59485.95,20291.83,678,0.109,9,6,0,12,RENT,0
33,67019.19,7994.97,569,0.37,33,2,0,24,MORTGAGE,1
56,61650.65,9821.78,635,0.17,21,8,1,12,OWN,0
49,38810.93,18959.45,511,0.286,22,17,0,48,OWN,1
23,68549.7,10007.03,653,0.682,8,14,0,48,OWN,1
25,40122.78,1000.0,634,0.49,28,15,1,24,OWN,1
46,44569.23,14574.07,604,0.331,25,14,0,48,RENT,1
51,36120.93,3158.3,777,0.83,19,18,0,36,OWN,0
29,81023.17,27930.25,558,0.213,18,4,0,60,OWN,0
29,67668.43,16414.3,707,0.525,23,14,0,12,RENT,0
27,67099.87,7758.6,825,0.12,18,1,0,12,OWN,0
48,79944.23,9410.94,736,0.313,38,4,1,60,MORTGAGE,0
21,111252.98,1000.0,647,0.148,1,0,1,24,OWN,0
49,20815.48,6204.3,559,0.389,10,8,0,60,OWN,1
44,40232.47,23130.59,541,0.358,34,2,0,60,MORTGAGE,1
43,42676.5,32854.29,617,0.304,31,7,0,12,OWN,0
54,37983.61,20811.17,595,0.514,13,2,1,36,MORTGAGE,1
46,33448.34,14263.66,592,0.265,20,0,1,48,RENT,1
56,49006.94,11544.32,624,0.399,1,9,0,12,MORTGAGE,1
58,30667.93,7348.03,642,0.473,7,8,0,60,MORTGAGE,1
66,61700.85,31478.13,689,0.128,37,8,1,12,MORTGAGE,0
60,56033.97,13490.01,551,0.238,25,6,1,12,MORTGAGE,1
46,64620.57,31925.04,595,0.358,1,8,0,36,OWN,1
45,65154.57,26148.16,637,0.445,31,0,1,24,OWN,1
32,67060.14,1073.63,634,0.563,16,9,1,48,OWN,1
50,47531.82,9672.38,797,0.318,22,16,1,24,OWN,0
27,97422.87,9647.64,669,0.303,34,2,1,24,MORTGAGE,0
66,59688.62,14361.23,521,0.219,33,2,1,60,OWN,1
62,17750.3,14517.49,683,0.399,5,15,2,12,MORTGAGE,1
26,34952.49,38969.91,694,0.305,14,10,0,36,OWN,0
59,20189.94,6382.18,640,0.309,10,5,0,12,OWN,1
26,55346.69,16831.76,553,0.336,36,15,1,12,RENT,1
56,52563.9,19932.06,791,0.433,31,6,0,24,MORTGAGE,0
25,45631.49,14987.42,564,0.265,25,12,0,24,MORTGAGE,1
44,95218.52,15881.44,703,0.234,2,11,0,36,RENT,0
53,65979.66,6641.53,666,0.415,32,3,0,36,RENT,0
56,69521.97,15851.89,698,0.0,22,15,0,12,MORTGAGE,0
41,36378.53,19091.19,787,0.259,10,12,0,12,RENT,0
66,35017.1,17620.8,695,0.177,17,4,0,12,OWN,0
58,55736.11,19561.61,605,0.53,17,15,1,48,RENT,1
31,58460.14,26300.86,738,0.284,11,12,1,60,MORTGAGE,0
53,17873.77,22495.73,600,0.266,36,17,0,12,RENT,0
56,51393.86,15570.36,663,0.343,36,16,0,12,OWN,0
37,55281.44,5625.93,547,0.261,2,6,0,48,OWN,0
57,50697.02,10199.96,567,0.29,37,18,1,48,OWN,1
65,38732.19,13242.95,654,0.365,16,0,0,48,MORTGAGE,1
61,44209.3,17018.77,679,0.287,31,6,0,12,OWN,0
58,51462.82,11173.34,514,0.286,31,12,0,60,OWN,1
52,56816.0,7514.13,690,0.198,23,10,1,48,RENT,0
34,67095.83,5494.41,584,0.177,29,4,0,12,OWN,0
59,76617.12,1790.58,752,0.359,27,3,0,12,RENT,0
38,49113.05,13120.39,622,0.396,34,15,1,48,OWN,1
47,45876.88,3242.68,560,0.136,16,17,0,48,MORTGAGE,1
36,63753.11,6995.79,656,0.464,29,13,1,48,OWN,0
36,67216.9,11848.79,577,0.465,39,10,1,36,RENT,1
28,46315.99,4312.66,752,0.496,37,15,1,36,MORTGAGE,0
68,70807.87,18038.02,650,0.395,5,4,0,48,MORTGAGE,0
28,74591.71,20921.78,638,0.446,19,19,0,12,MORTGAGE,0
25,80833.73,10604.58,697,0.678,20,2,0,24,RENT,0
66,90566.42,11503.78,570,0.305,24,11,0,12,MORTGAGE,0
48,37671.68,19299.44,547,0.193,25,6,0,60,OWN,0
42,55277.96,9288.04,683,0.12,33,18,0,48,MORTGAGE,0
57,55225.55,8738.13,562,0.613,21,4,1,48,MORTGAGE,1
39,53038.53,24571.99,562,0.615,28,12,1,36,MORTGAGE,1
27,42014.74,22073.5,717,0.211,35,3,0,60,RENT,0
56,25288.76,19812.4,692,0.241,4,3,1,60,OWN,0
29,56853.59,22405.16,550,0.301,25,8,1,48,MORTGAGE,1
48,39632.89,1000.0,600,0.534,14,15,0,60,OWN,1
67,56719.87,25830.68,578,0.157,36,5,1,48,MORTGAGE,0
66,39119.13,18136.5,792,0.055,22,13,0,48,MORTGAGE,0
38,33006.83,23086.25,722,0.675,24,11,0,24,RENT,0
59,59685.97,18097.29,616,0.397,30,19,1,60,RENT,1
51,58018.43,15391.4,696,0.418,9,6,2,12,OWN,0
44,66585.64,12797.53,542,0.319,21,4,0,48,OWN,1
27,98717.28,17937.16,596,0.42,30,18,0,48,OWN,0
39,60545.79,12506.02,658,0.123,31,6,0,12,MORTGAGE,0
52,64701.64,21943.01,686,0.224,9,4,0,48,RENT,0
69,33448.77,2308.35,642,0.366,33,16,1,12,OWN,1
21,29261.85,10667.39,670,0.009,6,16,0,36,RENT,0
56,86656.59,31358.59,656,0.305,10,1,0,60,RENT,1
62,36530.4,9991.36,637,0.295,34,17,0,12,OWN,0
67,34121.12,13090.53,626,0.305,24,12,0,24,OWN,1
41,54218.02,7939.35,616,0.267,21,5,0,36,OWN,0
26,53196.15,17686.77,669,0.201,22,10,0,60,RENT,0
34,36949.87,9109.88,683,0.077,38,4,0,24,MORTGAGE,0
62,48900.54,13515.11,666,0.372,9,3,1,12,OWN,1
64,79587.51,21790.93,556,0.305,11,2,1,12,OWN,1
52,38880.13,9409.89,570,0.144,19,3,0,12,OWN,0
27,27126.55,21308.89,682,0.359,33,11,0,60,OWN,0
26,73851.87,21577.83,768,0.306,21,16,1,48,OWN,0
44,64845.94,23439.65,662,0.281,29,9,0,36,RENT,0
49,42589.63,16124.33,617,0.026,32,0,2,60,OWN,0
22,23356.66,40930.07,668,0.452,35,8,1,60,OWN,1
54,40107.53,23436.27,559,0.165,18,14,0,60,RENT,1
47,53905.91,17599.02,755,0.359,18,16,0,12,MORTGAGE,0
21,78313.44,7992.6,665,0.229,3,14,1,12,OWN,0
25,34268.36,14223.53,596,0.292,3,7,1,48,RENT,1
43,53309.6,26410.62,637,0.523,19,12,0,24,RENT,1
56,68502.89,28676.28,608,0.43,29,1,0,12,RENT,1
61,12000.0,26826.63,755,0.52,33,8,2,48,OWN,0
42,75675.72,21281.54,634,0.4,16,10,1,24,MORTGAGE,0
35,31350.99,4954.72,662,0.409,22,0,1,60,OWN,0
68,61639.91,18897.29,696,0.083,32,0,0,36,OWN,0
43,59933.66,5068.78,591,0.302,12,16,0,24,RENT,0
36,76691.73,3100.23,665,0.316,6,4,0,60,RENT,0
42,66018.49,16913.27,672,0.534,36,2,0,48,MORTGAGE,1
21,12000.0,19185.6,526,0.274,21,11,0,24,RENT,1
35,39304.42,22227.02,670,0.39,6,5,0,12,OWN,1
46,57764.1,18977.09,646,0.384,10,19,2,36,OWN,1
66,51100.4,19252.69,660,0.524,13,18,1,48,RENT,0
57,64552.21,7122.78,653,0.33,8,16,0,60,MORTGAGE,0
59,70787.33,14160.19,671,0.474,17,6,1,12,OWN,0
47,67169.03,2943.07,757,0.094,32,17,1,36,OWN,0
26,50714.5,1000.0,556,0.108,29,5,0,60,RENT,1
40,18073.26,20925.14,623,0.007,36,4,0,48,MORTGAGE,0
69,45890.38,8975.0,703,0.468,33,19,1,12,RENT,0
23,63327.36,21979.99,688,0.451,12,13,0,60,RENT,0
64,33191.05,23866.78,687,0.485,2,1,0,48,MORTGAGE,0
54,67625.49,10045.46,850,0.248,6,17,0,36,OWN,0
34,73167.87,19722.49,699,0.265,31,3,0,48,MORTGAGE,0
59,57537.34,9710.75,740,0.332,13,13,1,48,RENT,0
62,12000.0,1000.0,625,0.567,28,8,0,24,MORTGAGE,1
23,29438.23,15986.48,571,0.604,18,0,0,48,MORTGAGE,1
26,92723.78,11233.01,625,0.469,35,15,0,24,OWN,0
53,44069.24,11479.29,707,0.4,20,13,1,24,RENT,0
69,15317.14,30802.74,683,0.55,36,17,0,36,MORTGAGE,1
22,79704.95,2793.14,682,0.312,10,12,0,12,RENT,0
53,55267.11,18062.97,633,0.291,31,15,0,48,MORTGAGE,0
27,77098.81,7041.54,620,0.331,20,18,2,36,RENT,1
52,60539.17,22266.09,636,0.203,7,19,0,48,RENT,0
51,64171.18,17387.45,708,0.324,9,11,0,12,RENT,0
25,62260.18,18034.75,717,0.182,12,0,1,36,RENT,0
54,68949.77,7440.88,570,0.504,6,6,1,36,MORTGAGE,1
64,100548.61,8875.3,711,0.432,37,12,1,12,OWN,0
63,74420.13,22418.0,598,0.564,8,2,0,36,RENT,1
22,23393.21,29166.38,688,0.106,23,2,1,60,OWN,0
33,63933.23,18842.46,635,0.635,22,7,1,60,MORTGAGE,0
32,77829.62,7820.63,775,0.114,21,18,2,12,OWN,0
43,79054.02,17711.51,617,0.17,25,6,0,60,MORTGAGE,0
28,46467.9,34419.78,664,0.257,36,18,0,36,RENT,0
62,78298.89,15819.38,699,0.546,38,16,1,12,OWN,0
